id,status,text,themeIds,issueIds,textTranslated.en,themeIdsReviewed,themeIdsSystem,themeIdsUser,themeIdsSystemFalseNegatives,themeIdsSystemFalsePositives,issueIdsReviewed,issueIdsSystem,issueIdsUser,issueIdsSystemFalseNegatives,issueIdsSystemFalsePositives,sentimentReviewed,sentimentSystem,sentimentUser,sentimentSystemFalseNegatives,sentimentSystemFalsePositives
88cce577-7c62-48ec-9f34-d0559545bdd3,needsReview,"RT @Mroluwatobiloba: Nigerians being antivax is actually insane. Imagine sharing American conspiracy theorists? . I can't even count the amount of billions Bill Gate foundation has spent in tackling malaria in nigeria. Slow down the influence of Bill gate foundation? Antivax?when polio almost ruin us ; Everyone should listen to this! African countries need to slow the influence of Bill Gates & Gates Foundation! Why does Gates think a vaccine America & Europe say is not good for their kids because it kills 1 in 300 is good for African kids? p.s. I'm vaccinated, as are my kids https://t.co/Sxl1BgMFLz",,,,,,,,,,,,,,,,,,
e4e7f2ea-4bfb-4593-befb-e81dd3e0fc79,needsReview,"RT @RealCandaceO: “We eliminated polio!” No. You changed the diagnostic definition of polio after you rolled out the vaccine and after you stopped mass-paralyzing children and animals with big pharma approved DDT, after realizing it LITERALLY causes paralysis. WATCH: https://t.co/jX5qfeS16N ; @RealCandaceO Do you have information regarding polio? That is, not deaths therefrom but stats on how people were affected that survived the infection? Were survivors all like FDR? Thanks in advance.",,,,,,,,,,,,,,,,,,
b76b1458-1301-4477-a07a-f9544a077e2a,needsReview,RT @Spiro_Ghost: They Say Trust The Science... Decades Later... The Science Says Almost 100 MILLION Americans May Have Been Exposed To A Contaminated Polio Vaccine That Caused Cancer... If We Do Not Learn From History We Are F'cked... This Is A NIH Dot Gov Link... https://t.co/LTPsNeaeQn https://t.co/iVn4hNlICk,,,,,,,,,,,,,,,,,,
46bf8b2c-237b-4d68-8ed4-f9b5b5f684e0,needsReview,,,,,,,,,,,,,,,,,,,
8a97312e-9fac-49c4-9fd7-00a5abe9a4ec,needsReview,... our children and future generations from the devastating effects vaccine-preventable diseases.” Shuaib said the agency was determined ...,[],[],,,,,,,,,,,,,,,,
33761167-fd14-4b61-8a08-b76e721197cb,needsReview,... bolster polio surveillance while assessing the possibility of opening new environmental surveillance sites for early detection of silently ...,,,,,,,,,,,,,,,,,,
227b1415-769f-4102-b0b9-b36b430c5cd6,needsReview,"RT @stkirsch: Think the polio vaccine saves lives? Do you think the Gates Foundation is helping people? Over 490,000 children PARALYZED by the Gates Foundation polio vaccine. Watch this video starting at 1:16:00: https://t.co/umPHglV5ix",,,,,,,,,,,,,,,,,,
42510747-a280-4319-804d-698bafb835ac,needsReview,"... ’s permission. In this article, we will discuss whether parents’ vaccine views are impacting their children’s health. Why Are Vaccines ...",[],[],,,,,,,,,,,,,,,,
10a0e06e-b62e-4442-945d-4ef60f3c48a6,needsReview,Unit to enable the effective conduct of investigation on drugs and vaccine where the negative effects are ascertained. “It also hosts a ...,,,,,,,,,,,,,,,,,,
14f433b9-272c-402b-8d18-845fa1da2eca,needsReview,"RT @TheChiefNerd: 🚩 Joe Rogan Read 'Dissolving Illusions' and Now Has More Questions About Vaccines ""It's widely credited that the polio vaccine is what stopped that [epidemic]. I used to wholesale believe that until this pandemic and now I question everything...I have a feeling that there's a… https://t.co/7SV8K2hL4R",,,,,,,,,,,,,,,,,,
ad2d89f0-2e1a-4b44-b814-366e6d1ae6c9,needsReview,"RT @TheChiefNerd: 🚩 Joe Rogan Read 'Dissolving Illusions' and Now Has More Questions About Vaccines ""It's widely credited that the polio vaccine is what stopped that [epidemic]. I used to wholesale believe that until this pandemic and now I question everything...I have a feeling that there's a… https://t.co/7SV8K2hL4R",,,,,,,,,,,,,,,,,,
1e40f148-8744-444f-9f47-524db2bce34b,needsReview,"RT @TheChiefNerd: 🚩 Joe Rogan Read 'Dissolving Illusions' and Now Has More Questions About Vaccines ""It's widely credited that the polio vaccine is what stopped that [epidemic]. I used to wholesale believe that until this pandemic and now I question everything...I have a feeling that there's a… https://t.co/7SV8K2hL4R",,,,,,,,,,,,,,,,,,
c35e7481-bb93-4236-bff0-14ff1db253bc,needsReview,"By Chinenye Anuforo To accelerate access to vaccine inoculation, Zipline, the renowned drone delivery company, has supported the Cross ...",[],[],,,,,,,,,,,,,,,,
90a9d505-9d71-41a4-9eab-62d0973cb1b9,needsReview,"To accelerate access to vaccine inoculation, Zipline, the renowned drone delivery company, has supported the Cross River State Government ...",[],[],,,,,,,,,,,,,,,,
3aa89401-7369-4226-95e1-96ce75d4a18c,needsReview,,,,,,,,,,,,,,,,,,,
846d2444-ec29-4c3a-b6f9-bd694712b478,needsReview,,,,,,,,,,,,,,,,,,,
c1c2f686-ed7c-4799-973f-b4f43f0e33cc,needsReview,"To accelerate access to vaccine inoculation, Zipline, the renowned drone delivery company, has supported the Cross River State Government ...",[],[],,,,,,,,,,,,,,,,
8c48d259-5ef7-4938-bf1f-75ee0111120d,needsReview,"RT @BillGates: The world has made incredible progress against polio and other infectious diseases. I am thankful for partners like @UNICEF_Nigeria for their work to ensure all children receive the vaccines they need. ; ⏳Any time you delay a vaccine, you’re increasing your child’s vulnerability to disease. Protect your child by following the recommended vaccine schedule. We're leaving no stone unturned, reaching even the most remote communities to ensure every child gets vaccinated. https://t.co/ZuHOq9yQdy",,,,,,,,,,,,,,,,,,
d0b0947a-9d80-4e4a-b177-186c15e8c586,needsReview,,,,,,,,,,,,,,,,,,,
e1744ee1-b629-4379-b1b9-8158279b9cc5,needsReview,,,,,,,,,,,,,,,,,,,
c63f0541-f573-43cf-8634-274de9f3c343,needsReview,"... to increase vaccination coverage and reduce inequalities, boost vaccine logistics management, eliminate maternal and neonatal tetanus, ...",[],[],,,,,,,,,,,,,,,,
e5ce1daa-c142-41a9-9021-9080795b5bcf,needsReview,"... to increase vaccination coverage and reduce inequalities, boost vaccine logistics management, eliminate maternal and neonatal tetanus, ...",[],[],,,,,,,,,,,,,,,,
f09c0c8f-2aaa-4cee-9ac2-cad053c88528,needsReview,,,,,,,,,,,,,,,,,,,
b02874ad-745c-4f5d-ae34-562f875bd5b5,needsReview,"RT @WHONigeria: @WHO supports the Katsina state in an integrated Fractional injectable Polio Vaccine (fIPV) & novel Oral Polio Vaccines (nOPV) - vaccination campaign, targeting over 2.8m children to interrupt ongoing transmission of circulating Variant Poliovirus (cVPV2) in neighboring States https://t.co/SCVK9HSwQt",,,,,,,,,,,,,,,,,,
1c67bbc7-295a-4438-96ea-d234e58ee2c5,needsReview,"... vaccine. The free Rotavirus vaccine is given orally and administered concurrently with the existing RI vaccines at six weeks,10 weeks and ...",[],[],,,,,,,,,,,,,,,,
2648c7f4-5eb8-47a2-91a4-ffaddb76694c,needsReview,"... vaccine. The free Rotavirus vaccine is given orally and administered concurrently with the existing RI vaccines at six weeks,10 weeks and ...",[],[],,,,,,,,,,,,,,,,
7aa54d91-2514-4496-bb97-de7ea9bd8dc4,needsReview,"... vaccine. The free Rotavirus vaccine is given orally and administered concurrently with the existing RI vaccines at six weeks,10 weeks and ...",[],[],,,,,,,,,,,,,,,,
21c55921-1ee8-4332-a4f8-27978de0e278,needsReview,"... vaccine. The free Rotavirus vaccine is given orally and administered concurrently with the existing RI vaccines at six weeks,10 weeks and ...",[],[],,,,,,,,,,,,,,,,
c43ba6fe-b26a-4eae-b24a-848e96c95693,needsReview,"... vaccine. The free Rotavirus vaccine is given orally and administered concurrently with the existing RI vaccines at six weeks,10 weeks and ...",[],[],,,,,,,,,,,,,,,,
07f5c630-9617-4988-907c-ae6c397cb9c5,needsReview,"... of massively expanding vaccine storage capacity at the national level in Nigeria”. Also speaking, the Executive Director of NPHCDA, Dr ...",[],[],,,,,,,,,,,,,,,,
265bbb22-ad6b-44cb-84ee-959bb34af378,needsReview,,,,,,,,,,,,,,,,,,,
b6e63ae3-841c-4f6f-84da-66120fe4dc86,needsReview,,,,,,,,,,,,,,,,,,,
2707aa25-d6ed-4e53-97a2-3cfad9d7f134,needsReview,"RT @WHONigeria: To stop transmission of cVPV2, @WHO, @UNICEF @gavi are supporting 🇳🇬 through @NphcdaNG to pioneer the use of novel oral polio vaccine type 2 (nOPV2) & Fractional doses of the inactivated poliovirus vaccine (fIPV), in 4 states, targeting over 7.2 million children in next 1 week. https://t.co/K3O3D7BZyS",,,,,,,,,,,,,,,,,,
d734f8b1-a219-44b5-a5e5-279e231a88e7,needsReview,"RT @WHONigeria: To stop transmission of cVPV2, @WHO, @UNICEF @gavi are supporting 🇳🇬 through @NphcdaNG to pioneer the use of novel oral polio vaccine type 2 (nOPV2) & Fractional doses of the inactivated poliovirus vaccine (fIPV), in 4 states, targeting over 7.2 million children in next 1 week. https://t.co/K3O3D7BZyS",,,,,,,,,,,,,,,,,,
dd273b94-3612-4c0e-9bc1-8867b0841f22,needsReview,RT @InsecurityInsig: OUT NOW: Latest Aid in Danger News Brief ➡️https://t.co/oaw2RwLZLT #Ethiopia: Security manager + his driver were shot + killed in a Catholic Relief Services vehicle in #Amhara region #Somalia: Female UN #polio vaccination worker shot dead while promoting #vaccine campaign https://t.co/86g574EPpb,[],[],,,,,,,,,,,,,,,,
243536b7-1333-4fab-a069-4ba9609a99ff,needsReview,"RT @DUA_UNRWASyria: Palestine refugee children up to five who missed out on either or all routine vaccinations will receive the combined vaccine of DPT,Hepatitis B,Polio,TB,Hib, & MMR at @UNRWA health facilities in Syria.@UNRWA is part of a national campaign launched by the Syrian Ministry of Health https://t.co/SiRxnw3SHz",[],[],,,,,,,,,,,,,,,,
03556129-767d-47c2-8e71-9a05fd19b41e,needsReview,"... ’s childhood vaccination coverage also falls short of Global Vaccine Action Plan (GVAP) targets, making many children vulnerable to ...",[],[],,,,,,,,,,,,,,,,
777e811a-ad54-4b4f-9dc4-d6660bbe63e3,needsReview,"... Africa, Pfizer, said, “At Pfizer, we have a long history in vaccine research and development, including a pivotal role in the ...",[],[],,,,,,,,,,,,,,,,
34a67641-9af7-444b-a6e2-9e4e068209e0,active,"@GabaFungool @IsraelAnderson @BillAckman Uhm, who’s gonna tell dummy ^ that is vaccine originated polio. So uneducated.. sigh.",,,,,,,,,,,,,,,,,,
f1bfdf4b-fb7b-4b03-92fa-1020ff6946e8,,,,,,,,,,,,,,,,,,,,
cf747f8b-0e7b-44b6-a8f4-2699ebc15b18,needsReview,"RT @ubasanius: Earlier today, I held a press briefing to sensitize citizens of Kaduna State and to formally launch a Statewide Immunization Campaign for the Prevention of the Integrated Fractional Inactivated PolioVirus Vaccine (FIPV). Polio virus infection is a devastating disease that causes… https://t.co/9ZQ2ZOlVyA",[],['polio'],,,,,,,,,,,,,,,,
9e4d9319-bf16-41a3-b621-eb7bdafcb85c,needsReview,"... resists Polio vaccines for their children. Executive secretary, FCT Primary Health Care Board, Dr Isah Vatsa stated this on Friday in ...",[],['polio'],,,,,,,,,,,,,,,,
6fc2b5e1-d2bc-4485-8d36-1381f2db6b87,needsReview,... that there are two categories of vaccines – fractional Inactivated Polio Vaccine fIPV and novel Oral Polio Vaccine nOPV2 – with one oral ...,[],['polio'],,,,,,,,,,,,,,,,
54e133f7-9e54-4d67-b1c3-ce9845a9a474,needsReview,"... ages zero to 59 months would be vaccinated with the novel Oral Polio Vaccine (nOPV2). He also added that 1.2 million children, ages ...",[],['polio'],,,,,,,,,,,,,,,,
ec1b25be-6bfb-4f5a-a258-d8cd1be7c94b,needsReview,"... months would be vaccinated with the novel Oral Polio Vaccine (nOPV2). He added that 1.2 million children, ages six weeks to 59 months ...",[],['polio'],,,,,,,,,,,,,,,,
dbf552d1-20b6-43d1-8f0e-9cb228310325,needsReview,"RT @ubasanius: Earlier today, I held a press briefing to sensitize citizens of Kaduna State and to formally launch a Statewide Immunization Campaign for the Prevention of the Integrated Fractional Inactivated PolioVirus Vaccine (FIPV). Polio virus infection is a devastating disease that causes… https://t.co/9ZQ2ZOlVyA",[],['polio'],,,,,,,,,,,,,,,,
20ce2f95-6154-483c-bcb1-5433a0720114,needsReview,"... WHO-UNICEF estimates of national immunization coverage, the oral polio vaccine third dose (OPV3) and the inactivated polio vaccine first ...",[],['polio'],,,,,,,,,,,,,,,,
5d75cf07-b317-4a81-8cb2-5d3e9c519249,needsReview,"... WHO-UNICEF estimates of national immunization coverage, the oral polio vaccine third dose (OPV3) and the inactivated polio vaccine first ...",[],['polio'],,,,,,,,,,,,,,,,
6cf5bbb5-5d33-4b01-979b-27e512a098a9,needsReview,"... WHO-UNICEF estimates of national immunization coverage, the oral polio vaccine third dose (OPV3) and the inactivated polio vaccine first ...",[],['polio'],,,,,,,,,,,,,,,,
581c0dcc-e32e-46e8-8a0b-a48e97bd207f,needsReview,"... WHO-UNICEF estimates of national immunization coverage, the oral polio vaccine third dose (OPV3) and the inactivated polio vaccine first ...",[],['polio'],,,,,,,,,,,,,,,,
4c347df2-8b4e-4bac-9968-4dfb96859720,needsReview,"... WHO-UNICEF estimates of national immunization coverage, the oral polio vaccine third dose (OPV3) and the inactivated polio vaccine first ...",[],['polio'],,,,,,,,,,,,,,,,
ca986ea6-77e6-456b-8e89-905316997b1f,needsReview,"... WHO-UNICEF estimates of national immunization coverage, the oral polio vaccine third dose (OPV3) and the inactivated polio vaccine first ...",[],['polio'],,,,,,,,,,,,,,,,
c0287199-f136-48b8-b8ef-2968af719d0e,needsReview,"... WHO-UNICEF estimates of national immunization coverage, the oral polio vaccine third dose (OPV3) and the inactivated polio vaccine first ...",[],['polio'],,,,,,,,,,,,,,,,
b6f0eba6-babb-41e2-9d66-fa80acea2ccd,needsReview,"RT @ubasanius: Earlier today, I held a press briefing to sensitize citizens of Kaduna State and to formally launch a Statewide Immunization Campaign for the Prevention of the Integrated Fractional Inactivated PolioVirus Vaccine (FIPV). Polio virus infection is a devastating disease that causes… https://t.co/9ZQ2ZOlVyA",[],['polio'],,,,,,,,,,,,,,,,
176aa5a4-e08a-4e19-9081-dc35abf2677b,needsReview,"RT @ubasanius: Earlier today, I held a press briefing to sensitize citizens of Kaduna State and to formally launch a Statewide Immunization Campaign for the Prevention of the Integrated Fractional Inactivated PolioVirus Vaccine (FIPV). Polio virus infection is a devastating disease that causes… https://t.co/mxPiL2wq81 https://t.co/9ZQ2ZOlVyA",[],['polio'],,,,,,,,,,,,,,,,
11042c82-e6a5-408a-869e-b4c003d15a25,needsReview,"Supplemental Immunisation Activities (SIAs), including Oral Polio Vaccine (OPV) and Inactivated Polio Vaccine (IPV) for children less than ...",[],['polio'],,,,,,,,,,,,,,,,
ef942622-0145-4837-adce-501a60f58a38,needsReview,"RT @ubasanius: Earlier today, I held a press briefing to sensitize citizens of Kaduna State and to formally launch a Statewide Immunization Campaign for the Prevention of the Integrated Fractional Inactivated PolioVirus Vaccine (FIPV). Polio virus infection is a devastating disease that causes… https://t.co/9ZQ2ZOlVyA",[],['polio'],,,,,,,,,,,,,,,,
9d31da83-239d-47c9-b6b6-8001e1cf1c8a,needsReview,"WHO-UNICEF estimates of national immunization coverage, the oral polio vaccine third dose (OPV3) and the inactivated polio vaccine first ...",[],['polio'],,,,,,,,,,,,,,,,
ec50eb2a-6957-4815-93f6-6aea2e5c938e,needsReview,that there are two categories of vaccines – fractional Inactivated Polio Vaccine fIPV and novel Oral Polio Vaccine nOPV2 – with one oral ...,[],['polio'],,,,,,,,,,,,,,,,
a571f23d-4c1f-4f9d-967a-b5c8b1c80ecf,needsReview,... childhood killer disease. She described Polio as a viral disease that can cause irreversible paralysis in infected individuals. “This is ...,[],['polio'],,,,,,,,,,,,,,,,
c264c3e7-005a-4178-8f37-727061ce168b,needsReview,... childhood killer disease. She described Polio as a viral disease that can cause irreversible paralysis in infected individuals. “This is ...,[],['polio'],,,,,,,,,,,,,,,,
e15f5427-6648-4557-8b2a-a5833ef9d121,needsReview,@cg_evie @PlannedTheRide @FPWellman My sister's is a year older than him and had polio. She also walks with a limp. A lot of kids contracted polio before vaccine was widely distributed in schools in 1954 and following years. I was 7 in 1954 and stood in long lines in school gym for my shot,[],['polio'],,,,,,,,,,,,,,,,
b37cfd3b-5eba-4dbd-bef9-1bff0ab8a74b,needsReview,"RT @salihuibnabdull: Every child count, KWSPHCDA flag off July 2023 OBR at the Emir's Palace Lafiyagi, Edu LGA. More and more children will be reached with polio vaccine. https://t.co/LFpg8YAMUF",[],['polio'],,,,,,,,,,,,,,,,
953ee5dd-6728-47a6-a513-ea31b4eea70d,needsReview,"RT @LagosPHCB: The objective is to give two drops of the Novel Oral Polio vaccine to all children, aged 0 to 5 years irrespective of their previous immunisation status. The vaccination exercise is to boost the immunity of the targeted age group. @jidesanwoolu",[],['polio'],,,,,,,,,,,,,,,,
6d795590-a76c-4adf-a9a5-cc1c8e19d460,needsReview,"RT @AfricanArchives: Henrietta Lacks, whose cells were taken without her knowledge in 1951 (HeLa cells) became one of the most important tools in medicine.Her cells became vital for developing the polio vaccine, cloning, gene mapping, in vitro fertilization and more. https://t.co/5K3vmrOZi9",[],['polio'],,,,,,,,,,,,,,,,
5c5394d5-5957-4394-bbd3-1f71c6fa78a8,needsReview,"RT @AfricanArchives: Henrietta Lacks, whose cells were taken without her knowledge in 1951 (HeLa cells) became one of the most important tools in medicine.Her cells became vital for developing the polio vaccine, cloning, gene mapping, in vitro fertilization and more. https://t.co/5K3vmrOZi9",[],['polio'],,,,,,,,,,,,,,,,
bf869053-de8d-499c-a454-2a6c04cf6ec0,needsReview,"RT @salihuibnabdull: Every child count, KWSPHCDA flag off July 2023 OBR at the Emir's Palace Lafiyagi, Edu LGA. More and more children will be reached with polio vaccine. https://t.co/LFpg8YAMUF",[],['polio'],,,,,,,,,,,,,,,,
ac02e227-c1e6-4746-a025-8b935e3d429f,needsReview,"RT @salihuibnabdull: Every child count, KWSPHCDA flag off July 2023 OBR at the Emir's Palace Lafiyagi, Edu LGA. More and more children will be reached with polio vaccine. https://t.co/LFpg8YAMUF",[],['polio'],,,,,,,,,,,,,,,,
892cd2a8-9335-40f8-8860-500d44fcf411,needsReview,"... of the OBRO is to immunize eligible children with potent oral polio vaccine in the target council areas and wards, revealing that ...",[],['polio'],,,,,,,,,,,,,,,,
7e029d53-4479-4050-8fb3-57bc278c33a3,needsReview,"... in collaboration with international partners, implemented extensive polio vaccination campaigns, surveillance systems and community ...",[],['polio'],,,,,,,,,,,,,,,,
c82fe197-f0bf-486c-85bf-23cf15f7e420,needsReview,"... , for rapidly detecting and responding to the re-emergence of wild polio virus last year, and for your response earlier this year to the ...",[],['polio'],,,,,,,,,,,,,,,,
e4fd66b2-fbc6-42af-9d5a-7b3647d0bccc,needsReview,RT @viralfacts: Everything you need to know about the #nOPV2 oral #polio vaccine 👇🏿 #ViralFactsAfrica @WHOMalawi https://t.co/R8loXFpGVc,[],['polio'],,,,,,,,,,,,,,,,
9cb8b14e-e309-45ec-b908-a7c840d4defd,needsReview,... in Somalia. Rollout of novel oral polio vaccine type 2 Following the global introduction of the novel oral polio vaccine type 2 (nOPV2 ...,[],['polio'],,,,,,,,,,,,,,,,
4234e61b-f1ea-4b56-8833-dedb163b1ed8,needsReview,"RT @AfricanArchives: Henrietta Lacks, whose cells were taken without her knowledge in 1951 (HeLa cells) became one of the most important tools in medicine.Her cells became vital for developing the polio vaccine, cloning, gene mapping, in vitro fertilization and more. https://t.co/5K3vmrOZi9",[],['polio'],,,,,,,,,,,,,,,,
4c38cac5-3407-4610-a845-fdcd3c856be6,needsReview,"RT @BillGates: A new @gavi-approved vaccine has the power to protect children from six different diseases, including polio. By lowering barriers to access, we can keep kids safe from paralysis and prevent a global resurgence of this devastating disease. #EndPolio https://t.co/Xgxmb7Vfgu",[],['polio'],,,,,,,,,,,,,,,,
9a9bfc74-5ce1-4479-9972-54153e72da56,needsReview,"RT @BillGates: A new @gavi-approved vaccine has the power to protect children from six different diseases, including polio. By lowering barriers to access, we can keep kids safe from paralysis and prevent a global resurgence of this devastating disease. #EndPolio https://t.co/Xgxmb7Vfgu",[],['polio'],,,,,,,,,,,,,,,,
71a80e18-8809-4c8e-9e06-c731fedccc24,needsReview,"... polio epidemic crisis in Nigeria. Within a short period of his appointment, his strategic engagement with traditional rulers in helping to ...",[],['polio'],,,,,,,,,,,,,,,,
c375f390-d5ec-49c6-a205-6f5d683e9fa4,needsReview,"RT @BillGates: A new @gavi-approved vaccine has the power to protect children from six different diseases, including polio. By lowering barriers to access, we can keep kids safe from paralysis and prevent a global resurgence of this devastating disease. #EndPolio https://t.co/Xgxmb7Vfgu",[],['polio'],,,,,,,,,,,,,,,,
93e68fd1-944a-4acb-a296-7bdfb12ae6e0,needsReview,... statement issued on Friday. The health authorities have noted that polio continues to be registered in Malawi and its surrounding ...,[],['polio'],,,,,,,,,,,,,,,,
c5d6f4a8-7cb4-4f29-b571-0818f8a1bcb7,needsReview,"... , for rapidly detecting and responding to the re-emergence of wild polio virus last year, and for your response earlier this year to the ...",[],['polio'],,,,,,,,,,,,,,,,
