id,text,themeIds,themeConfidence,themeIdsReviewedParent,predicted
e332459a-81ac-44c7-9a1c-74bf41322801,"The presence of EG.5 or the sub-lineages of the coronavirus has been reported in Uganda, Egypt, Cape Verde, and South Africa, the Africa | The presence of EG.5 or the sub-lineages of the coronavirus has been reported in Uganda, Egypt, Cape Verde, and South Africa, the Africa | EG.5 COVID-19 variant spreads to South Africa, Uganda, two others - Punch Newspapers","['stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.8183580636978149, 0.5856515169143677, 0.5387275815010071, 0.04400688409805298, 0.012812409549951553]","['illness-cause', 'illness-cause']","['illness-cause', 'intervention-capacity', 'conspiracy-corruption', 'prevention-treatment-alternative', 'prevention-treatment-approved']"
f791b8d1-c146-48fd-b948-716a166005a8,Does not receiving the COVID 19 vaccine affect your daily interactions with the community? | COVID-19,"['public health capacity', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'stigmatization case-reporting symptoms-severity variants', 'alternative cures religious practices', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.6180824041366577, 0.08638212829828262, 0.0326976403594017, 0.007042024750262499, 0.0036172301042824984]",['illness-cause'],"['intervention-capacity', 'conspiracy-corruption', 'illness-cause', 'prevention-treatment-alternative', 'prevention-treatment-approved']"
69b63e43-c823-4331-a05f-4409ccc054c3,"INSTANT MIRACLES (CONT’D) • Goiter has been healed! • One-year lumber spondylosis has been healed! • Teeth pain has been healed! • Back pain has been healed. • Pain on the leg was healed, after a prophetic word from Apostle Joshua Selman. • Hepatitis and ulcer were healed, during the prayer session! • Serial headache and nasal congestion since 2012 have been miraculously healed during the prayer session. • Asthma has been miraculously healed. •A miracle job has just been confirmed, following a phone call. #ApostleJoshuaSelman #August2023MiracleService #KoinoniaAbuja #KoinoniaGlobal","['alternative cures religious practices', 'stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.9723756909370422, 0.7415078282356262, 0.46750620007514954, 0.15715892612934113, 0.0003475824778433889]","['prevention-treatment-alternative', 'prevention-treatment-alternative']","['prevention-treatment-alternative', 'illness-cause', 'intervention-capacity', 'prevention-treatment-approved', 'conspiracy-corruption']"
5a9c9bf5-4a27-4906-8875-c2c7714d6aa3,"TREATMENT OF HEPATITIS Liver disease is a disease that is common at this time. If you are suffering from this disease, don't take this advantage and play with both hands, God will stop it. REMEDY 1. Get 10 spoons of hemp flour 2. 5 spoons of Sidr flour 3. 5 spoons of tin flour 4. 10 spoons of watermelon peel flour 5. 1 spoons of Citta flour 6. 1 spoons of garlic flour 7. 5 spoons of Hidal flour 8. Zogale flour 3 spoons 9. Flour 10. Garin baure 5 spoons 11. Doddoya scent leaf flour 5 spoons. Two months, God willing, he will recover. Anyone who hears this message should try to share it with the community because many people are suffering from anthrax. May God bless us, Ameen. Khalifa herbal medicine and marriage counseling. 07067344494 08083389761 | Photos from GIDAN Magani's post","['alternative cures religious practices', 'public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.8379468321800232, 0.7682350277900696, 0.52702397108078, 0.04057260975241661, 0.031751424074172974]","['prevention-treatment-alternative', 'prevention-treatment-alternative']","['prevention-treatment-alternative', 'intervention-capacity', 'illness-cause', 'conspiracy-corruption', 'prevention-treatment-approved']"
3df7e2f0-d2c4-464e-9ebb-32737061dca0,"NGETWA 3 Herbal Medicine. 
This is a HERBAL powder is for ""EVERYONE"" who want to prevent and get rid of
+256706152279 WhatsApp. 
+256778230223 
+256764174762 mtn number. 
📌 Allergies and Skin Disease
📌 Bones-Joins and Muscle Pains
📌 Malaria 
📌Kidney and Heart Diseases 
📌Round worms 
📌Yellow Fever 
📌Diarrhoea 
📌Flu 
📌Pain while urinating 
📌Constipation 
📌Typhoid Fever 
📌Bronchitis and Throat Disease
📌Period Pains
📌Hiccups
📌Heartburn
📌Asthma
📌Measles 
📌Migraine Headaches, 
📌Whooping Cough, 
📌Chicken Pox, Boils and Gastric Ulcers....just to mention a few
This powder is also a Natural Antibiotic, Antioxidant, Antifungal and it Enhances and boost your Body Immune System. 
To get more info online Google for Ngetwa 3 Herbal medicine
Delivery for those outside Uganda can be arranged","['stigmatization case-reporting symptoms-severity variants', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'public health capacity', 'alternative cures religious practices', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.6883608102798462, 0.6855490803718567, 0.42086029052734375, 0.17224003374576569, 0.11321552097797394]",['prevention-treatment-alternative'],"['illness-cause', 'prevention-treatment-approved', 'intervention-capacity', 'prevention-treatment-alternative', 'conspiracy-corruption']"
0874ef4c-b484-4cc4-8ee9-169ed3896e9d,"Urgent 🥺
An epidemic of Dengue is on the way, according to Dr. Abdoul Aziz Ouédraogo.
May God protect us all.
🙏","['public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'alternative cures religious practices', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.8970359563827515, 0.7473512291908264, 0.6577953696250916, 0.0849779024720192, 0.035702310502529144]","['illness-cause', 'prevention-treatment-alternative']","['intervention-capacity', 'illness-cause', 'prevention-treatment-alternative', 'conspiracy-corruption', 'prevention-treatment-approved']"
0cace6c4-34d7-4266-9dc3-b58aa0092d16,Malaria: The CES reflects on the introduction of the vaccine and genetically modified mosquitoes,"['public health capacity', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'stigmatization case-reporting symptoms-severity variants', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'alternative cures religious practices']","[0.9018112421035767, 0.44318637251853943, 0.14032721519470215, 0.02045307122170925, 0.00060767971444875]","['prevention-treatment-approved', 'prevention-treatment-approved', 'intervention-capacity']","['intervention-capacity', 'conspiracy-corruption', 'illness-cause', 'prevention-treatment-approved', 'prevention-treatment-alternative']"
c11712ef-82cd-4251-96fc-1a5aa57e6aea,“I Am HIV Positive And I Will Spread It Round Lagos” — Nigerian Lady Resident In Ikorodu Vows,"['stigmatization case-reporting symptoms-severity variants', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.9914224147796631, 0.5411162972450256, 0.05086401104927063, 0.046919580549001694, 0.004894974175840616]","['illness-cause', 'illness-cause']","['illness-cause', 'conspiracy-corruption', 'prevention-treatment-alternative', 'intervention-capacity', 'prevention-treatment-approved']"
9101c0f1-2f6b-4cd8-9927-b173f905ff9f,🔴 It will no longer be mandatory for a person testing positive for Covid-19 to self-confine for a period of seven days. The duration will now be determined by a registered medical practitioner. Decision taken by the Council of Ministers this Friday. More info below:,"['stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.6722996830940247, 0.5892772078514099, 0.27133241295814514, 0.10912489891052246, 0.1039595827460289]","['illness-cause', 'prevention-treatment-approved']","['illness-cause', 'intervention-capacity', 'conspiracy-corruption', 'prevention-treatment-alternative', 'prevention-treatment-approved']"
4459aa74-7c3f-4d83-8fd1-f2954468cb97,do I need a vaccine for HPV ,"['public health capacity', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'stigmatization case-reporting symptoms-severity variants', 'alternative cures religious practices', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.22503045201301575, 0.13302531838417053, 0.11170898377895355, 0.030261363834142685, 0.007651185616850853]","['prevention-treatment-alternative', 'conspiracy-corruption', 'prevention-treatment-approved', 'prevention-treatment-approved']","['intervention-capacity', 'conspiracy-corruption', 'illness-cause', 'prevention-treatment-alternative', 'prevention-treatment-approved']"
808d6c12-0967-43ea-be26-01b049171e3a,...It's like this CULTISM is also a scam oh🤔 Cos how can malaria kill 001?😩 #Sweee!!,"['stigmatization case-reporting symptoms-severity variants', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.5821377038955688, 0.5564302206039429, 0.23160870373249054, 0.014445697888731956, 0.0008156486437655985]","['conspiracy-corruption', 'conspiracy-corruption']","['illness-cause', 'conspiracy-corruption', 'prevention-treatment-alternative', 'intervention-capacity', 'prevention-treatment-approved']"
75e50965-4969-41e9-8f7a-5bd0c170117e,"New COVID Variants Ravaging South Korea, UK, Others, Caused 1800 Deaths In One Month – WHO | Sahara Reporters https://bit.ly/3qVAwu7:=:https://saharareporters.com/2023/09/02/new-covid-variants-ravaging-south-korea-uk-others-caused-1800-deaths-one-month-who | World Health Organization","['stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'alternative cures religious practices']","[0.6388461589813232, 0.4948596656322479, 0.10722363740205765, 0.0060517736710608006, 0.003955441992729902]","['illness-cause', 'illness-cause']","['illness-cause', 'intervention-capacity', 'conspiracy-corruption', 'prevention-treatment-approved', 'prevention-treatment-alternative']"
fc59ad32-e18b-4ce7-bc42-de2dc34f48b9,"""I used to be a driver in a big company. Back then when the company was doing well, they were very generous to their staff. The pay was very good compared to other places and we also got a lot of bonuses and allowances. Sometimes, you may not have to use your salary at the end of the month because the other allowances would take care of your daily bills. I quickly joined a cooperative where we contributed a percentage of our salary and the bulk sum was paid to us at the end of the year. The first bulk sum I received, I used it to set up a block industry which my wife manages. Gradually, we added sale of cement to it. Because of that saving, I was also able to put my children through good schools. When Covid came, the company decided to downsize and I was among the unlucky ones. What saved me was the business I had established. Thank God my wife is a good woman and has been managing the business well. At first, I had wanted to look for another job, but I am no longer young and will not be able to work as efficiently as before. I decided to register my car with a car hailing service instead. These are difficult times, especially with the fuel crisis, but overall, I can say it's been good. I keep myself active, I also bring in money home daily and my business is still moving on well. "" The Humans of Abuja #PortHarcourt","['stigmatization case-reporting symptoms-severity variants', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'alternative cures religious practices', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'public health capacity']","[0.8618125319480896, 0.6470303535461426, 0.29052814841270447, 0.2360898107290268, 0.18919320404529572]",['prevention-treatment-approved'],"['illness-cause', 'prevention-treatment-approved', 'prevention-treatment-alternative', 'conspiracy-corruption', 'intervention-capacity']"
38435fa1-b36a-4137-9f18-17577b38586b,The COVID vaccine turns your hair blue,"['stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices']","[0.7690289616584778, 0.691988468170166, 0.39621618390083313, 0.35651785135269165, 0.01042159367352724]",['prevention-treatment-approved'],"['illness-cause', 'intervention-capacity', 'prevention-treatment-approved', 'conspiracy-corruption', 'prevention-treatment-alternative']"
8af93253-1a4c-4909-8b3b-2ccb7b6c4dcb,Dogs vaccinated with rabies vaccine do not bark,"['public health capacity', 'stigmatization case-reporting symptoms-severity variants', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects']","[0.5577259659767151, 0.39742740988731384, 0.3889235258102417, 0.21520525217056274, 0.03074076771736145]",['prevention-treatment-approved'],"['intervention-capacity', 'illness-cause', 'conspiracy-corruption', 'prevention-treatment-alternative', 'prevention-treatment-approved']"
8cac9620-5adc-4955-884f-1607303b0a89,"#ICYMI: German engineering company, Siemens Energy, has disclosed that the revamp of the power framework within Nigeria will take five years more than its earlier expected date of completion.  | According to the energy company, the delay is due to the effects of the COVID-19 pandemic. | Nigeria’s Electricity Infrastructure Overhaul To Take Five More Years, Says Siemens","['stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation', 'alternative cures religious practices']","[0.8795764446258545, 0.730608344078064, 0.4575836658477783, 0.09723294526338577, 0.03573998063802719]",['prevention-treatment-approved'],"['illness-cause', 'intervention-capacity', 'prevention-treatment-approved', 'conspiracy-corruption', 'prevention-treatment-alternative']"
f417c03d-fe3e-4e5a-838e-d0b0062d1dd8,"By God, President Tinubu is a son of the North, he will never start thinking of fighting Niger - Sheikh Assadus Sunnah has opened fire again * * * EFFECTIVE HIV MEDICINE (HIV) The largest Islamic medical center that is Kashful Aleel, they definitely provide treatment for HIV and it is cured. , which there are many witnesses who confirm that this center provides HIV treatment. There are 3 people in Sokkoto who have recovered from this disease because of receiving their treatment, there are four people in Kano, there is one person in Maiduguri and many others who have recover from this disease. Kashful Aleel Center, there is no doubt that they provide effective treatment for HIV AIDS and it is cured and many people have been cured from this disease. Anyone who wants to own this HIV treatment should dial the following numbers 👇🏻 Call: 09032242359 Call: 09032242359 Click here to speak directly with Dr. Abdallah Yunus via WhatsApp on this number: http://Wa.me/+2347040305880:=:http://wa.me/+2347040305880 KASHFUL ALEEL ISLAMIC MEDICINE CENTER. | Assadus Sunnah Opened Tinubu on Niger War","['stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'alternative cures religious practices', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.9457427859306335, 0.8690912127494812, 0.6057931780815125, 0.4335348308086395, 0.11098377406597137]","['prevention-treatment-approved', 'prevention-treatment-alternative']","['illness-cause', 'intervention-capacity', 'prevention-treatment-alternative', 'prevention-treatment-approved', 'conspiracy-corruption']"
35bd01c9-750c-4b5c-8c0a-4cd77a22f234,"46 YEARS OF EXCRUCIATING PAIN GONE! This is the glorious moment four decades of terrible pain came to an end in one supernatural encounter... Gabriella from Hungary had lived a life of tortuous pain, emanating from tuberculosis of the spine. Her days started in tears due to severe pain in her legs, hips and spine as a result of the ailment, which had defied all medical treatment. Be blessed as you witness the miraculous encounter at The Synagogue, Church Of All Nations (SCOAN) in Lagos, Nigeria which replaced her tears of pain with tears of joy! ""Jesus never stops giving us reasons to praise His holy name."" - TB Joshua | This is the glorious moment four decades of terrible pain came to an end in one supernatural encounter... Gabriella from Hungary had lived a life of tortuous... | 46 YEARS OF EXCRUCIATING PAIN GONE!","['stigmatization case-reporting symptoms-severity variants', 'alternative cures religious practices', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.9620219469070435, 0.3677048981189728, 0.1268938034772873, 0.003980149514973164, 0.002881700871512294]",['prevention-treatment-alternative'],"['illness-cause', 'prevention-treatment-alternative', 'intervention-capacity', 'prevention-treatment-approved', 'conspiracy-corruption']"
cdb43c91-ae8b-46d8-a8ba-79bd19c83fa2,"BODILY BURDEN OF SEVEN YEARS LIFTED BY THE ANOINTING! On August 27, 2023, God Almighty manifested Himself powerfully in the life of Ngozi as she received prayer in The Arena Of Liberty. She had come to church using crutches and a lumbar corset, her body burdened by pain for the past seven years. For a long time, she kept using drugs and subjecting herself to all forms of treatment. Tired of trying to help herself, she had made her way to church in faith. “When the woman of God touched me, I felt something leave my body and since then I have not needed my walking aids,” Ngozi said while demonstrating her healing a week later. She advised people to take their issues to God. Her husband, Salvation, admitted his previous skepticism about miracles but glorified God for showing him the light. | Photos from TB Joshua Ministries's post","['alternative cures religious practices', 'stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.6925463676452637, 0.6414436101913452, 0.2047940194606781, 0.1392553299665451, 0.0004138245712965727]","['prevention-treatment-alternative', 'prevention-treatment-alternative']","['prevention-treatment-alternative', 'illness-cause', 'intervention-capacity', 'prevention-treatment-approved', 'conspiracy-corruption']"
65594eba-c64b-4a2e-9ede-dbde09df4007,"Pineapple is sweet and tangy, but do you know that it also offers a host of health benefits? In this writeup, I'll explore 7 ways that eating pineapple can be good for your body. #1 Pineapple is rich in Nutrients especially Vit B6 and Vit C #2 Pineapple contains bromelain, an enzyme that has anti-inflammatory properties. This can be beneficial for conditions like arthritis, asthma, and other inflammatory conditions. #3 Consuming Pineapple eases symptoms of digestive issues like bloating, constipation, and diarrhea. #4 Pineapple boosts the immune system because it is super rich in Vitamin C. #5 Pineapple contains beta-carotene, a nutrient that is essential for good eye health. Beta-carotene is converted into vitamin A in the body, which is necessary for maintaining healthy eyesight. #6 Aids weight loss because it is low in calories and high in fiber. #7 Pineapple may reduce your risk of cancer. The antioxidants and enzymes in it can help protect against cancer by reducing inflammation and cell damage caused by free radicals. Extra: Pineapple speeds up recovery after surgery In conclusion, eating pineapple is not only a delicious way to satisfy your sweet tooth, but it can also offer a range of health benefits. You may seriously want to consider adding it to your diet.","['prevention collective prevention individual treatment vaccine efficacy vaccine side effects', 'stigmatization case-reporting symptoms-severity variants', 'public health capacity', 'alternative cures religious practices', 'bioweapon conspiracy corruption media-bias medical-exploitation']","[0.8445889353752136, 0.7446513772010803, 0.4212906062602997, 0.02782486192882061, 0.020564129576086998]","['prevention-treatment-approved', 'prevention-treatment-alternative']","['prevention-treatment-approved', 'illness-cause', 'intervention-capacity', 'prevention-treatment-alternative', 'conspiracy-corruption']"
