Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,taxonomy_type,threshold,macro_f1,micro_f1,precision,recall,threshold
2023-11-14 10:54:55,23.9s,fa6f8997a0534a58b5e2b92ef96e45f8,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,zero_shot_child,,0.2426989609634629,0.36380090497737555,0.44790957536051856,0.3582887700534759,0.85
2023-11-09 15:54:42,1.3s,256a76d18a684bf985bcb2eb66ea1b52,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,0.19797719521762755,0.3578199052132701,0.5700243787354513,0.26916221033868093,0.95
2023-11-09 15:53:24,1.5s,86b3946aa412493dbe1b387a0f57a0f5,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,0.19797719521762755,0.3578199052132701,0.5700243787354513,0.26916221033868093,0.95
2023-11-09 15:53:03,20.5s,8f2570bd445e41b89a4947c5f44661fd,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,0.2426989609634629,0.36380090497737555,0.44790957536051856,0.3582887700534759,0.85
2023-11-09 15:52:04,56.5s,549c998308764f02ac01f9d8c7199ae1,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,0.2426989609634629,0.36380090497737555,0.44790957536051856,0.3582887700534759,0.85
2023-11-09 15:48:59,1.5s,ab13d9fc0efa467a8279ab9e1eb7e18c,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,0.19797719521762755,0.3578199052132701,0.5700243787354513,0.26916221033868093,0.95
2023-11-09 15:48:31,26.0s,c25b00521d3342f3b8b14db22cf3d8da,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,0.2426989609634629,0.36380090497737555,0.44790957536051856,0.3582887700534759,0.85
2023-11-09 15:47:24,1.1min,fc0614d7f5d7475697db5742d7b898fa,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,0.2426989609634629,0.36380090497737555,0.44790957536051856,0.3582887700534759,85
2023-11-09 15:46:24,56.6s,0f9d5f018dd844dd85435f6fc4a828c4,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,0.2426989609634629,0.36380090497737555,0.44790957536051856,0.3582887700534759,0.85
2023-11-09 15:45:44,38.3s,0b86fe2f9fee420cb7d15496465a811c,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,0.2426989609634629,0.36380090497737555,0.44790957536051856,0.3582887700534759,0.85
2023-11-09 15:41:54,2.0s,85c4f15035e4499eaeaa3ea998d19e52,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,0.19797719521762755,0.3578199052132701,0.5700243787354513,0.26916221033868093,95
2023-11-09 15:38:36,1.4s,508d31cd85c84918a59c4704f8f7af74,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,0.19797719521762755,0.3578199052132701,0.5700243787354513,0.26916221033868093,0.95
2023-11-09 15:36:07,1.9s,e074d90980f0481aa0abf3b35b2e3ba8,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,0.19797719521762755,0.3578199052132701,0.5700243787354513,0.26916221033868093,
2023-11-09 15:33:59,2.1min,e2cb5ab588c940d38d773139802bcf61,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.8,0.2472176028848116,0.37193575655114125,0.448786388167078,0.39215686274509803,
2023-11-09 15:33:35,21.5s,bbb52bd9541942558af065c1021657f3,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,,,,,
2023-11-09 15:32:21,0.6s,4c7ef13a6d994dc8862523dfca666066,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.95,0.19797719521762755,0.3578199052132701,0.5700243787354513,0.26916221033868093,
2023-11-09 15:32:21,478ms,ff319f04236d4510ade7006f5e06bef1,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.9,0.2279957539906791,0.36938775510204075,0.47252829744362723,0.3226381461675579,
2023-11-09 15:32:20,0.6s,f733dd7c337840d4a4605896f440d2d6,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.85,0.2426989609634629,0.36380090497737555,0.44790957536051856,0.3582887700534759,
2023-11-09 15:32:19,0.7s,4545916118f94aa9aa5bda5bd9523b82,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.8,0.2472176028848116,0.37193575655114125,0.448786388167078,0.39215686274509803,
2023-11-09 15:32:18,3.9s,4651f813b31347e2910f163648f9ab2b,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,,,,,
2023-11-09 15:32:02,13.5s,9d600cc50115492f95f38162c35da33f,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,,,,,
2023-11-09 15:30:34,1.4min,5c0d218f97b54b7180d8d28acba268e5,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,,,,,
2023-11-09 15:30:13,18.7s,e7aac35f68004990b3494a2dadaee0e9,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,,,,,
2023-11-09 15:26:52,3.3min,7ea4a267482740eab49f47ad443d661b,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.8,0.2472176028848116,0.37193575655114125,0.448786388167078,0.39215686274509803,
2023-11-09 15:17:52,0.7s,12bb5d69da754cc0a9226e15eb1bda54,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.95,0.19797719521762755,0.3578199052132701,0.5700243787354513,0.26916221033868093,
2023-11-09 15:17:51,435ms,d78360303ff5488896938adc77ac4155,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.9,0.2279957539906791,0.36938775510204075,0.47252829744362723,0.3226381461675579,
2023-11-09 15:17:49,0.7s,64e56501dc664b128e0445dd5d8f83b8,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.85,0.2426989609634629,0.36380090497737555,0.44790957536051856,0.3582887700534759,
2023-11-09 15:17:47,1.0s,cac15559f9324dea9c9a150b2053aec9,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.8,0.2472176028848116,0.37193575655114125,0.448786388167078,0.39215686274509803,
2023-11-09 15:16:58,46.2s,8092ee3afcad4b1cbcf35b482ae245ef,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.8,,,,,
2023-11-09 15:14:40,2.2min,43099fbdb36c4c1482acc56e5d58a9ff,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.8,,,,,
2023-11-09 15:13:15,1.4min,2b8e352082f54db1a02ab5328b555ece,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.8,,,,,
2023-11-09 15:12:07,1.1min,32806d3031ea409d8e2dc522f535caf2,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.85,,,,,
2023-11-09 15:11:30,32.2s,2cdc6d861d974315bca304f44618ceb1,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,0.85,,,,,
2023-11-09 15:06:02,5.4min,acd3c8e4a3b34bb992ad0b8fce50e7c6,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,,,,,
2023-11-09 15:03:53,2.1min,588cc7be7cb6468798f8c03fcdbacb38,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,,,,,
2023-11-09 15:00:36,1.0min,3c011f9b41984ff5a349871f7ff311c3,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,,,,,
2023-11-09 14:58:36,2.0min,27d60fa187234ee7a4e38d58721b2051,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,,,,,
2023-11-09 14:56:05,2.5min,4b6a097184a44740ad9f20b79045a2cd,zero_shot_threshold,NOTEBOOK,/Repos/vpeng@rockfound.org/who/zero_shot_scores,vpeng@rockfound.org,FINISHED,,,,,,,
